annotation_id,Area,Mean,Min,Max,X,Y,Ch,Counter,Count,label,source_csv,source_image,label_rule,gd_image_otsu,gd_r0_mean,gd_r0_max,gd_r0_mean_over_otsu,gd_r0_mean_percentile,gd_r1_mean,gd_r1_max,gd_r1_mean_over_otsu,gd_r1_mean_percentile,gd_r2_mean,gd_r2_max,gd_r2_mean_over_otsu,gd_r2_mean_percentile,gd_r3_mean,gd_r3_max,gd_r3_mean_over_otsu,gd_r3_mean_percentile,gd_r5_mean,gd_r5_max,gd_r5_mean_over_otsu,gd_r5_mean_percentile,reference_image_otsu,reference_r0_mean,reference_r0_max,reference_r0_mean_over_otsu,reference_r0_mean_percentile,reference_r1_mean,reference_r1_max,reference_r1_mean_over_otsu,reference_r1_mean_percentile,reference_r2_mean,reference_r2_max,reference_r2_mean_over_otsu,reference_r2_mean_percentile,reference_r3_mean,reference_r3_max,reference_r3_mean_over_otsu,reference_r3_mean_percentile,reference_r5_mean,reference_r5_max,reference_r5_mean_over_otsu,reference_r5_mean_percentile
31,0,35,35,35,293.0,278.0,3,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001__zmax_channels.ome.tif,single_point_type_all_negative,49.765625,35.0,35.0,0.7032967032967034,0.5531177520751953,42.0,107.0,0.843956043956044,0.7597084045410156,33.61538461538461,107.0,0.6754739765728777,0.39515113830566406,30.275862068965516,107.0,0.6083689709305473,0.2639455795288086,34.382716049382715,107.0,0.6908928813690718,0.4712057113647461,801.90234375,1489.0,1489.0,1.856834577932358,0.9887857437133789,1400.4,1656.0,1.746347308889506,0.9861040115356445,1369.7692307692307,2051.0,1.7081496786300305,0.9850177764892578,1380.1379310344828,2336.0,1.721079807025421,0.9854068756103516,1212.9753086419753,2568.0,1.5126222265040927,0.9778909683227539
32,0,33,33,33,304.833,206.167,3,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001__zmax_channels.ome.tif,single_point_type_all_negative,49.765625,33.0,33.0,0.6631083202511774,0.39515113830566406,53.2,102.0,1.0690109890109891,0.7730464935302734,50.53846153846154,102.0,1.0155295254196353,0.7707138061523438,39.03448275862069,102.0,0.7843663725437124,0.7356338500976562,40.81481481481482,115.0,0.8201407058549917,0.7473306655883789,801.90234375,1383.0,1383.0,1.7246489061655146,0.9855022430419922,1128.4,1404.0,1.4071538869972284,0.9729499816894531,1202.923076923077,1651.0,1.5000867453482574,0.9773788452148438,1231.551724137931,2092.0,1.5357876601017615,0.9789304733276367,1046.679012345679,2092.0,1.3052449846336778,0.9671401977539062
33,0,40,40,40,274.167,227.5,3,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001__zmax_channels.ome.tif,single_point_type_all_negative,49.765625,40.0,40.0,0.8037676609105181,0.7473306655883789,47.6,103.0,0.9564835164835165,0.7693624496459961,46.38461538461539,103.0,0.9320613452481584,0.7686481475830078,41.37931034482759,103.0,0.8314837871488118,0.7546873092651367,37.592592592592595,163.0,0.7553927553927554,0.6816339492797852,801.90234375,3066.0,3066.0,3.8234082041239823,0.9998083114624023,2350.6,3066.0,2.93127962316172,0.9988365173339844,2182.230769230769,3066.0,2.721317360198536,0.9981851577758789,1997.4137931034484,3066.0,2.4908441890352666,0.996953010559082,1801.1728395061727,3687.0,2.246124922248268,0.9949350357055664
34,0,65,65,65,230.167,240.833,3,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001__zmax_channels.ome.tif,single_point_type_all_negative,49.765625,65.0,65.0,1.3061224489795917,0.8344650268554688,33.0,70.0,0.6631083202511774,0.39515113830566406,31.0,70.0,0.6229199372056515,0.2926025390625,35.724137931034484,96.0,0.7178476695718076,0.5531177520751953,35.77777777777778,96.0,0.7189255189255189,0.5531177520751953,801.90234375,1795.0,1795.0,2.2384271775611704,0.9948596954345703,1819.4,2248.0,2.2688548227603307,0.9951610565185547,1659.0,2248.0,2.0688304666150317,0.9926910400390625,1518.8275862068965,2248.0,1.8940306111393586,0.9895553588867188,1333.1358024691358,2248.0,1.6624665245831385,0.9835758209228516
35,0,37,37,37,254.167,136.833,3,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001__zmax_channels.ome.tif,single_point_type_all_negative,49.765625,37.0,37.0,0.7434850863422292,0.6816339492797852,22.2,39.0,0.4460910518053375,0.20351219177246094,27.153846153846153,41.0,0.5456345851950247,0.22313880920410156,29.482758620689655,65.0,0.5924321983435283,0.24482345581054688,35.03703703703704,92.0,0.7040409326123612,0.5531177520751953,801.90234375,1528.0,1528.0,1.905468928865442,0.9898271560668945,1468.0,1803.0,1.8306468505068514,0.9881687164306641,1380.3076923076924,1863.0,1.7212915052135267,0.9854068756103516,1278.2068965517242,1863.0,1.5939682762047347,0.9811868667602539,1236.1851851851852,1892.0,1.5415657465275805,0.9791831970214844
36,0,0,0,0,255.5,86.167,3,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001__zmax_channels.ome.tif,single_point_type_all_negative,49.765625,0.0,0.0,0.0,0.1964855194091797,40.4,73.0,0.8118053375196232,0.7473306655883789,36.38461538461539,73.0,0.7311194300205289,0.6269741058349609,34.275862068965516,73.0,0.688745737021599,0.4712057113647461,36.49382716049383,105.0,0.7333139523615715,0.6269741058349609,801.90234375,1333.0,1333.0,1.6622971742000223,0.9835758209228516,1781.2,2354.0,2.2212180995386945,0.9946727752685547,1781.076923076923,3001.0,2.221064618352318,0.9946727752685547,1732.0344827586207,3001.0,2.1599069964791093,0.9939231872558594,1558.037037037037,3339.0,1.9429261545128598,0.9905452728271484
37,0,0,0,0,507.5,411.5,3,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001__zmax_channels.ome.tif,single_point_type_all_negative,49.765625,0.0,0.0,0.0,0.1964855194091797,33.2,106.0,0.66712715855573,0.39515113830566406,38.76923076923077,106.0,0.7790363482671174,0.7158966064453125,39.55172413793103,106.0,0.7947599198830726,0.7356338500976562,39.0,119.0,0.7836734693877551,0.7356338500976562,801.90234375,2474.0,2474.0,3.085163697652555,0.9991722106933594,2223.2,2731.0,2.7724074101136456,0.9983663558959961,2091.923076923077,2731.0,2.608700539694709,0.9976425170898438,1941.551724137931,2831.0,2.421182254011751,0.9964399337768555,1695.5061728395062,2831.0,2.114354928694528,0.9933443069458008
38,0,36,36,36,626.167,451.5,3,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001__zmax_channels.ome.tif,single_point_type_all_negative,49.765625,36.0,36.0,0.7233908948194663,0.6269741058349609,37.4,73.0,0.7515227629513344,0.6816339492797852,37.0,73.0,0.7434850863422292,0.6816339492797852,32.241379310344826,105.0,0.6478644508201158,0.3353395462036133,35.08641975308642,105.0,0.7050332383665716,0.5531177520751953,801.90234375,1936.0,1936.0,2.4142590617038584,0.9963960647583008,1631.4,1936.0,2.03441231057008,0.9921531677246094,1565.5384615384614,1936.0,1.9522806907103039,0.9906978607177734,1604.7586206896551,2509.0,2.0011895877310875,0.9915800094604492,1477.7037037037037,2509.0,1.8427477051549692,0.9884500503540039
39,0,107,107,107,614.167,432.833,3,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001__zmax_channels.ome.tif,single_point_type_all_negative,49.765625,107.0,107.0,2.1500784929356356,0.9902515411376953,57.2,107.0,1.1493877551020408,0.7806472778320312,51.61538461538461,140.0,1.0371694239826108,0.7712469100952148,41.3448275862069,140.0,0.8307908839928544,0.7546873092651367,43.75308641975309,140.0,0.8791828982305173,0.7632617950439453,801.90234375,2389.0,2389.0,2.979165753311218,0.998967170715332,2153.4,2448.0,2.6853643922898187,0.9980125427246094,2397.230769230769,3010.0,2.9894298076501524,0.9989910125732422,2338.6206896551726,3201.0,2.916341008206677,0.9987964630126953,2069.259259259259,3543.0,2.580437974008926,0.9975090026855469
40,0,0,0,0,592.833,434.167,3,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001__zmax_channels.ome.tif,single_point_type_all_negative,49.765625,0.0,0.0,0.0,0.1964855194091797,43.8,74.0,0.8801255886970172,0.7632617950439453,33.69230769230769,74.0,0.6770196836130902,0.39515113830566406,32.793103448275865,78.0,0.6589509013154334,0.3353395462036133,36.48148148148148,104.0,0.7330658759230188,0.6269741058349609,801.90234375,1352.0,1352.0,1.6859908323469095,0.9843416213989258,1558.2,1784.0,1.9431293749725993,0.9905452728271484,1583.5384615384614,2698.0,1.974727314217881,0.9910879135131836,1455.2413793103449,2778.0,1.814736408557036,0.9878158569335938,1265.3827160493827,2832.0,1.577976078897553,0.9805812835693359
41,0,33,33,33,442.167,496.833,3,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001__zmax_channels.ome.tif,single_point_type_all_negative,49.765625,33.0,33.0,0.6631083202511774,0.39515113830566406,35.2,74.0,0.707315541601256,0.5531177520751953,37.07692307692308,74.0,0.7450307933824418,0.6816339492797852,38.62068965517241,75.0,0.7760515346722243,0.7158966064453125,34.27160493827161,75.0,0.6886601934220983,0.4712057113647461,801.90234375,1626.0,1626.0,2.0276783235178066,0.9920492172241211,1760.4,2733.0,2.19527977904105,0.9943628311157227,1801.8461538461538,2733.0,2.2469645685533686,0.9949350357055664,1726.2068965517242,2733.0,2.152639794615545,0.9938392639160156,1546.6172839506173,3076.0,1.928685326841729,0.9902687072753906
42,0,35,35,35,395.5,504.833,3,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001__zmax_channels.ome.tif,single_point_type_all_negative,49.765625,35.0,35.0,0.7032967032967034,0.5531177520751953,30.6,70.0,0.6148822605965464,0.2639455795288086,34.38461538461539,70.0,0.6909310469750031,0.4712057113647461,30.448275862068964,70.0,0.611833486710334,0.2639455795288086,34.925925925925924,100.0,0.7018082446653875,0.4712057113647461,801.90234375,1806.0,1806.0,2.252144558593579,0.9949970245361328,2046.4,2512.0,2.5519316858836656,0.9973268508911133,2147.769230769231,2704.0,2.6783426280130898,0.9979724884033203,1972.5862068965516,2704.0,2.459883329024815,0.9967155456542969,1796.0493827160494,2877.0,2.239735794157977,0.9948759078979492
43,0,28,28,28,327.5,446.167,3,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001__zmax_channels.ome.tif,single_point_type_all_negative,49.765625,28.0,28.0,0.5626373626373626,0.23211193084716797,42.8,91.0,0.8600313971742543,0.7597084045410156,33.07692307692308,91.0,0.66465402729139,0.39515113830566406,36.3448275862069,97.0,0.7303199263790396,0.6269741058349609,36.97530864197531,143.0,0.742988933465124,0.6269741058349609,801.90234375,1846.0,1846.0,2.3020259441659725,0.995478630065918,1724.0,1874.0,2.1498877181701714,0.9938077926635742,1597.6923076923076,2460.0,1.9923776506511897,0.991429328918457,1592.1724137931035,2531.0,1.985494151753567,0.9913015365600586,1411.6049382716049,2531.0,1.7603202550455257,0.986475944519043
44,0,34,34,34,423.5,594.167,3,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001__zmax_channels.ome.tif,single_point_type_all_negative,49.765625,34.0,34.0,0.6832025117739403,0.4712057113647461,27.4,43.0,0.5505808477237049,0.22313880920410156,42.76923076923077,135.0,0.8594131143581693,0.7597084045410156,42.06896551724138,135.0,0.8453418502679587,0.7597084045410156,41.074074074074076,135.0,0.8253503110645968,0.7546873092651367,801.90234375,3586.0,3586.0,4.471866216565101,0.9999332427978516,3077.6,3586.0,3.8378738059399766,0.9998140335083008,2927.0,3586.0,3.650070389259914,0.9997415542602539,2666.0689655172414,3586.0,3.3246803507889626,0.9994802474975586,2273.7283950617284,3814.0,2.8354180690243536,0.998570442199707
45,0,34,34,34,862.167,343.5,3,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001__zmax_channels.ome.tif,single_point_type_all_negative,49.765625,34.0,34.0,0.6832025117739403,0.4712057113647461,63.6,108.0,1.2779905808477237,0.8117341995239258,48.92307692307692,108.0,0.983069677575172,0.7698307037353516,42.06896551724138,108.0,0.8453418502679587,0.7597084045410156,42.18518518518518,129.0,0.8476771905343333,0.7597084045410156,801.90234375,2219.0,2219.0,2.7671698646285443,0.9983539581298828,1800.6,2219.0,2.2454105715413055,0.9949264526367188,1783.3846153846155,2634.0,2.2239423905968794,0.9946928024291992,1691.1379310344828,2746.0,2.1089075798507824,0.9932746887207031,1518.6913580246915,3039.0,1.8938607298772987,0.9895553588867188
46,0,34,34,34,892.833,407.5,3,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G015_0001__zmax_channels.ome.tif,single_point_type_all_negative,49.765625,34.0,34.0,0.6832025117739403,0.4712057113647461,32.6,38.0,0.6550706436420722,0.3353395462036133,31.923076923076923,74.0,0.641468421688202,0.2926025390625,29.482758620689655,74.0,0.5924321983435283,0.24482345581054688,34.7037037037037,100.0,0.6973428687714401,0.4712057113647461,801.90234375,2039.0,2039.0,2.5427036295527725,0.9972686767578125,1748.8,2261.0,2.1808141772250558,0.9941949844360352,1930.0,2566.0,2.406776853867999,0.996342658996582,1866.7586206896551,2566.0,2.3279126632302662,0.9956989288330078,1708.0864197530864,2610.0,2.1300429323668335,0.9935512542724609
47,0,227,227,227,348.0,369.0,4,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001__zmax_channels.ome.tif,single_point_type_all_negative,44.98046875,64.0,64.0,1.4228397742075554,0.731903076171875,70.4,105.0,1.565123751628311,0.8665285110473633,58.23076923076923,105.0,1.2945789772537493,0.6782302856445312,53.86206896551724,105.0,1.197454594457005,0.6634092330932617,51.97530864197531,144.0,1.155508381445565,0.6609716415405273,976.123046875,1987.0,1987.0,2.0356040218098146,0.9941282272338867,1857.4,2171.0,1.9028338752438598,0.9926252365112305,2013.7692307692307,2443.0,2.063028054932412,0.9943790435791016,1976.896551724138,2864.0,2.0252534330103718,0.9940023422241211,1624.9382716049383,3071.0,1.664685898777907,0.9887609481811523
48,0,166,166,166,379.5,326.167,4,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001__zmax_channels.ome.tif,single_point_type_all_negative,44.98046875,68.0,68.0,1.5117672600955276,0.8203954696655273,67.8,104.0,1.5073208858011289,0.7953166961669922,50.46153846153846,104.0,1.1218544373559571,0.6601724624633789,47.55172413793103,112.0,1.0571638193061523,0.6583642959594727,48.25925925925926,112.0,1.0728936491854426,0.6590328216552734,976.123046875,3055.0,3055.0,3.1297283777699967,0.9990930557250977,2542.0,3055.0,2.604179880946426,0.9977741241455078,2552.6153846153848,3331.0,2.6150549285640077,0.997802734375,2306.0,3331.0,2.3624070831874344,0.9966545104980469,2035.4444444444443,3840.0,2.085233466170888,0.9946069717407227
49,0,221,221,221,420.833,343.5,4,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001__zmax_channels.ome.tif,single_point_type_all_negative,44.98046875,68.0,68.0,1.5117672600955276,0.8203954696655273,42.8,76.0,0.9515240990013026,0.6449489593505859,42.69230769230769,100.0,0.949129897458165,0.6449489593505859,49.6551724137931,100.0,1.1039274110231032,0.6595773696899414,48.44444444444444,104.0,1.0770106624209967,0.6590328216552734,976.123046875,2447.0,2447.0,2.5068560852383572,0.9973773956298828,1999.8,2447.0,2.0487171227052174,0.9942474365234375,1880.2307692307693,2890.0,1.9262231080909487,0.9929113388061523,1841.2413793103449,3657.0,1.8862799984130791,0.9923763275146484,1627.5061728395062,3657.0,1.667316613463713,0.9888219833374023
50,0,329,329,329,492.833,355.5,4,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001__zmax_channels.ome.tif,single_point_type_all_negative,44.98046875,73.0,73.0,1.6229266174554928,0.9105386734008789,69.2,103.0,1.5384455058619193,0.8448123931884766,50.76923076923077,103.0,1.1286950131934934,0.6601724624633789,53.86206896551724,103.0,1.197454594457005,0.6634092330932617,47.888888888888886,103.0,1.064659622714334,0.6583642959594727,976.123046875,3659.0,3659.0,3.7485028262718223,0.9996805191040039,3148.2,3659.0,3.225208143664649,0.9992218017578125,3001.3846153846152,3659.0,3.0748015068319203,0.998992919921875,2937.689655172414,3945.0,3.0095485037232272,0.9988584518432617,2518.0246913580245,3945.0,2.5796181121010626,0.9976797103881836
51,0,122,122,122,808.833,239.5,4,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001__zmax_channels.ome.tif,single_point_type_all_negative,44.98046875,37.0,37.0,0.822579244463743,0.5415410995483398,60.0,100.0,1.333912288319583,0.6893892288208008,58.84615384615385,103.0,1.308260128928822,0.6782302856445312,45.0,103.0,1.0004342162396873,0.6558322906494141,47.91358024691358,103.0,1.065208557812408,0.6583642959594727,976.123046875,1766.0,1766.0,1.8091981391626233,0.9912738800048828,1434.0,1766.0,1.4690770846881096,0.9840297698974609,1548.5384615384614,2711.0,1.586417272387959,0.9870500564575195,1551.6206896551723,2794.0,1.5895748949096058,0.9871225357055664,1433.432098765432,2975.0,1.4684952920172103,0.9839925765991211
52,0,36,36,36,838.167,331.5,4,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001__zmax_channels.ome.tif,single_point_type_all_negative,44.98046875,61.0,61.0,1.3561441597915762,0.696807861328125,56.0,77.0,1.244984802431611,0.670445442199707,41.69230769230769,77.0,0.9268980259861719,0.6380500793457031,41.310344827586206,77.0,0.9184062766706096,0.6380500793457031,43.864197530864196,109.0,0.9751832017282878,0.6499147415161133,976.123046875,1349.0,1349.0,1.3819978990545745,0.981165885925293,1571.8,2073.0,1.6102478115151817,0.9875955581665039,1526.6923076923076,2323.0,1.5640367396097474,0.9865093231201172,1545.7586206896551,2323.0,1.583569433831431,0.9869651794433594,1474.1234567901236,2767.0,1.5101820016538308,0.9851799011230469
53,0,62,62,62,630.167,407.5,4,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001__zmax_channels.ome.tif,single_point_type_all_negative,44.98046875,40.0,40.0,0.8892748588797221,0.6279754638671875,46.8,87.0,1.0404515848892748,0.6574068069458008,44.61538461538461,87.0,0.991883496442767,0.6534175872802734,43.0,87.0,0.9559704732957013,0.6499147415161133,44.71604938271605,132.0,0.9941214626118375,0.6534175872802734,976.123046875,1512.0,1512.0,1.5489850432694712,0.9861230850219727,1636.8,1863.0,1.6768377769996499,0.9889850616455078,1549.0,1863.0,1.5868901005452454,0.9870738983154297,1442.3793103448277,1887.0,1.4776613614057361,0.9842634201049805,1378.7283950617284,2351.0,1.4124534806094842,0.9822273254394531
54,0,151,151,151,375.5,530.167,4,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001__zmax_channels.ome.tif,single_point_type_all_negative,44.98046875,35.0,35.0,0.7781155015197568,0.38727474212646484,28.2,37.0,0.626938775510204,0.0950784683227539,37.61538461538461,106.0,0.8362603961388155,0.5415410995483398,49.6551724137931,118.0,1.1039274110231032,0.6595773696899414,51.18518518518518,118.0,1.1379424583072,0.6609716415405273,976.123046875,2831.0,2831.0,2.900249112100445,0.9986371994018555,2750.0,2855.0,2.8172677704967235,0.998448371887207,2728.0,3315.0,2.7947296283327496,0.998382568359375,2573.0344827586205,3879.0,2.635973498419116,0.9978885650634766,2124.456790123457,3879.0,2.1764231435009953,0.9954004287719727
55,0,165,165,165,358.167,574.167,4,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001__zmax_channels.ome.tif,single_point_type_all_negative,44.98046875,37.0,37.0,0.822579244463743,0.5415410995483398,57.6,104.0,1.2805557967867998,0.6739950180053711,58.84615384615385,104.0,1.308260128928822,0.6782302856445312,52.86206896551724,106.0,1.175222722985012,0.6620159149169922,49.19753086419753,106.0,1.0937531829122509,0.6595773696899414,976.123046875,2212.0,2212.0,2.266107748486819,0.9960670471191406,1918.0,2334.0,1.964916212295533,0.9933567047119141,1938.923076923077,3132.0,1.9863510887591724,0.9935827255249023,1858.344827586207,3262.0,1.903801814264695,0.9926319122314453,1771.1604938271605,4529.0,1.8144848638677529,0.9913511276245117
56,0,509,509,509,412.833,622.167,4,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001__zmax_channels.ome.tif,single_point_type_all_negative,44.98046875,68.0,68.0,1.5117672600955276,0.8203954696655273,68.8,100.0,1.529552757273122,0.8203954696655273,55.69230769230769,100.0,1.2381442265940747,0.6675739288330078,57.0,108.0,1.267216673903604,0.6739950180053711,50.17283950617284,124.0,1.11543611928617,0.6601724624633789,976.123046875,2046.0,2046.0,2.096047221249562,0.9946985244750977,2042.6,2437.0,2.092564053824221,0.9946756362915039,2249.769230769231,2952.0,2.3048008526914034,0.9962930679321289,2110.862068965517,2952.0,2.162495881767485,0.9952821731567383,1874.8765432098764,3042.0,1.9207379123074517,0.9928340911865234
57,0,168,168,168,480.833,622.167,4,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001__zmax_channels.ome.tif,single_point_type_all_negative,44.98046875,65.0,65.0,1.4450716456795485,0.7496604919433594,39.2,71.0,0.8714893617021278,0.6121463775634766,46.61538461538461,72.0,1.036347239386753,0.6574068069458008,50.51724137931034,96.0,1.1230928174644765,0.6601724624633789,51.22222222222222,137.0,1.1387658609543108,0.6609716415405273,976.123046875,3050.0,3050.0,3.1246060727327296,0.9990835189819336,4126.2,5058.0,4.2271310089540295,0.9998617172241211,4019.076923076923,5058.0,4.11738759364791,0.9998359680175781,3823.137931034483,5118.0,3.9166557364607177,0.9997587203979492,3420.259259259259,5118.0,3.503922246492403,0.9995250701904297
58,0,93,93,93,496.833,550.167,4,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001__zmax_channels.ome.tif,single_point_type_all_negative,44.98046875,70.0,70.0,1.5562310030395137,0.8665285110473633,53.2,70.0,1.1827355623100304,0.6634092330932617,45.23076923076923,101.0,1.0055646481178397,0.6558322906494141,43.06896551724138,101.0,0.9575037058110112,0.6499147415161133,46.72839506172839,128.0,1.0388596731048605,0.6574068069458008,976.123046875,3192.0,3192.0,3.270079535791106,0.9992837905883789,3004.8,4180.0,3.0783004351958385,0.9989957809448242,2911.153846153846,4180.0,2.9823636020824758,0.9988117218017578,2860.551724137931,4180.0,2.9305237011827736,0.9987068176269531,2479.4444444444443,4180.0,2.5400941534801773,0.9975137710571289
59,0,118,118,118,546.167,539.5,4,0,0,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G016_0001__zmax_channels.ome.tif,single_point_type_all_negative,44.98046875,67.0,67.0,1.4895353886235345,0.7953166961669922,35.0,67.0,0.7781155015197568,0.38727474212646484,44.0,71.0,0.9782023447676943,0.6534175872802734,45.93103448275862,74.0,1.0211328551963705,0.6558322906494141,44.95061728395062,102.0,0.9993363460435396,0.6534175872802734,976.123046875,1682.0,1682.0,1.7231434145365414,0.9898796081542969,1944.8,2141.0,1.9923717672952828,0.9936561584472656,1930.8461538461538,2646.0,1.9780765960066644,0.993504524230957,1876.0,4624.0,1.9218888499824922,0.9928560256958008,1647.1358024691358,4624.0,1.6874264036100195,0.9892034530639648
